"id";"address";"latitude";"longitude";"created_at";"updated_at"
311;"102, 9 de Julio, El Faro, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.30391873728555";"-66.32233321666719";"2025-05-07 12:37:09";"2025-05-07 12:37:09"
312;"Avenida Juan Gilberto Funes, Mercado, Matías Mercado, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.3056672530236";"-66.3212549686432";"2025-05-07 12:38:42";"2025-05-07 12:38:42"
313;"Avenida Los Lapachos, Alto de las Sierras, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.27855683530568";"-66.29804849624635";"2025-05-07 12:40:08";"2025-05-07 12:40:08"
314;"Granadero Florencio Navarro, El Faro, El Lince, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.31444516885393";"-66.31107330322267";"2025-05-07 12:41:50";"2025-05-07 12:41:50"
315;"Granadero Juan Molina, El Faro, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.31507276943192";"-66.30908846855165";"2025-05-07 12:43:34";"2025-05-07 12:43:34"
316;"Cuarto Centenario, Lucas Rodríguez, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.305048551462505";"-66.31590127944948";"2025-05-07 12:44:35";"2025-05-07 12:44:35"
317;"1099, Constitución, Cuatro Avenidas, Antártida Argentina, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.298157354056";"-66.34492278099061";"2025-05-07 12:45:39";"2025-05-07 12:45:39"
318;"Europa, Municipal, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.298879229150934";"-66.3501799106598";"2025-05-07 12:48:58";"2025-05-07 12:48:58"
319;"Doctor Bernardo Houssay, Cerros del Sol, Alto Las Lomas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.29110866964726";"-66.29510879516603";"2025-05-07 12:51:24";"2025-05-07 12:51:24"
320;"Perito Moreno, Garro, Félix Bogado, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.31998582924092";"-66.31635189056398";"2025-05-07 12:53:47";"2025-05-07 12:53:47"
321;"Mugica, Serranias Puntanas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.32357182944205";"-66.31590127944948";"2025-05-07 12:55:43";"2025-05-07 12:55:43"
322;"Axion, Ruta Provincial 3, Mercado, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.31365617885981";"-66.3293766975403";"2025-05-07 12:57:03";"2025-05-07 12:57:03"
323;"Mercado, Matías Mercado, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.3026006022465";"-66.31864786148073";"2025-05-07 12:58:12";"2025-05-07 12:58:12"
324;"CGT, San Martín, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.308079250528955";"-66.36199235916139";"2025-05-07 13:00:26";"2025-05-07 13:00:26"
325;"Islas Malvinas, Burgos, San Martín, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.30623215061541";"-66.35559797286989";"2025-05-07 13:01:16";"2025-05-07 13:01:16"
326;"1301, Avenida Lafinur, Municipal, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.29624278682868";"-66.34865105152132";"2025-05-07 13:03:42";"2025-05-07 13:03:42"
327;"Aristóbulo del Valle, El Brete, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.2895168077676";"-66.35509371757509";"2025-05-07 13:04:44";"2025-05-07 13:04:44"
328;"Esteban Adaro, Hernández, José Hernández, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.28792491684723";"-66.35181069374086";"2025-05-07 13:05:58";"2025-05-07 13:05:58"
329;"Estado de Israel, ATE, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.292059288807124";"-66.3389039039612";"2025-05-07 13:09:50";"2025-05-07 13:09:50"
330;"AMPPYA, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.2843598726911";"-66.3132566213608";"2025-05-07 13:11:59";"2025-05-07 13:11:59"
331;"Avenida Sucre, Jardín, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.274063028191556";"-66.33151710033418";"2025-05-07 13:13:24";"2025-05-07 13:13:24"
332;"María Mitchel de Ramírez Este, Jardín, Sucre, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.274071998096815";"-66.32513880729677";"2025-05-07 13:15:47";"2025-05-07 13:15:47"
333;"Avenida Sucre, Cáceres, Granadero Francisco Cáceres, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.26669842502749";"-66.33137226104738";"2025-05-07 13:17:35";"2025-05-07 13:17:35"
334;"Clavel del Aire, Eva Perón, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.26553223114776";"-66.31862640380861";"2025-05-07 13:18:57";"2025-05-07 13:18:57"
335;"Cubo, Avenida Teniente Juan D. Perón, Las Chacras, Municipio de Juana Koslay, Juan Martín de Pueyrredón, San Luis, 5700, Argentina";"-33.27073512974797";"-66.23389005661012";"2025-05-07 13:20:51";"2025-05-07 13:20:51"
336;"Avenida Parque Gobernador José Santos Ortiz, Santa Rosa, San Martín, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.32425315279943";"-66.36943817138673";"2025-05-07 13:25:02";"2025-05-07 13:25:02"
337;"Intendente Gutiérrez del Castillo - Calle 1, Vialidad Provincial, San Martín, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.31858724916945";"-66.36524319648744";"2025-05-07 13:26:36";"2025-05-07 13:26:36"
338;"Avenida Parque Gobernador José Santos Ortiz, Rawson, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.3229935968877";"-66.36406838893892";"2025-05-07 13:29:00";"2025-05-07 13:29:00"
339;"25 de Mayo, Rawson, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.31085431009964";"-66.35245442390443";"2025-05-07 13:32:01";"2025-05-07 13:32:01"
340;"San Juan, Pueblo Nuevo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.27944929042417";"-66.32828772068025";"2025-05-07 13:33:05";"2025-05-07 13:33:05"
341;"San Pablo, Vidal, Ignacio Vidal, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.28196515749519";"-66.30890607833864";"2025-05-07 13:34:50";"2025-05-07 13:34:50"
342;"25 de Agosto Este, AMPPYA, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.28704151696241";"-66.31311178207399";"2025-05-07 13:36:20";"2025-05-07 13:36:20"
343;"Avenida 2 de Abril, Juan de la Cruz Molina, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.2917543743558";"-66.30313932895662";"2025-05-07 14:05:28";"2025-05-07 14:05:28"
344;"Gobernador Alric, Pueblo Nuevo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.28592940693052";"-66.32392644882204";"2025-05-07 14:06:43";"2025-05-07 14:06:43"
345;"Los Huarpes, El Pinar, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.273408222618094";"-66.30658328533174";"2025-05-07 14:07:50";"2025-05-07 14:07:50"
346;"Zoilo Concha, Eva Perón, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.269461345297714";"-66.31811141967775";"2025-05-07 14:08:36";"2025-05-07 14:08:36"
347;"Solares del Norte, Barrancas Coloradas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.254641022799234";"-66.33853912353517";"2025-05-07 14:10:01";"2025-05-07 14:10:01"
348;"Serranías 11, Mugica, Serranias Puntanas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.33579449882801";"-66.32463455200197";"2025-05-07 14:11:51";"2025-05-07 14:11:51"
349;"Boulevard Juanón Lucero, Serranias Puntanas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.33716143077392";"-66.3333570957184";"2025-05-07 14:14:07";"2025-05-07 14:14:07"
350;"Colombia, Jardín Jubilados, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.284364357114846";"-66.35006725788118";"2025-05-07 14:16:09";"2025-05-07 14:16:09"
351;"Almirante Brown, ATE, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.291310452881994";"-66.3466501235962";"2025-05-07 14:17:15";"2025-05-07 14:17:15"
352;"Quinto Centenario, Primero de Mayo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.31106501376148";"-66.38888955116273";"2025-05-07 14:19:26";"2025-05-07 14:19:26"
353;"Juan Roberto ""Quirquincho"" Quiroga, Progreso y Sueños, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.263782911131095";"-66.34761571884157";"2025-05-07 14:21:05";"2025-05-07 14:21:05"
354;"Rastreador Rufino Natel, Parque de las Naciones, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.293283419922055";"-66.3119959831238";"2025-05-07 14:23:59";"2025-05-07 14:23:59"
355;"Aristóbulo del Valle, Hernández, José Hernández, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.28909529581541";"-66.3519072532654";"2025-05-07 14:25:02";"2025-05-07 14:25:02"
356;"Hospital del Cerro, Las Flores, Cerro de la Cruz, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5700, Argentina";"-33.270950415425105";"-66.30781173706056";"2025-05-07 14:27:23";"2025-05-07 14:27:23"
357;"Alejandro Montenegro, Primero de Mayo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.308810009838595";"-66.37372970581056";"2025-05-07 14:29:35";"2025-05-07 14:29:35"
358;"Lamadrid, Pueblo Nuevo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.28274546516884";"-66.32870078086854";"2025-05-07 14:32:40";"2025-05-07 14:32:40"
359;"12 de Octubre, Jardín Aeropuerto, Francia, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.28419394885038";"-66.34347438812257";"2025-05-07 14:33:47";"2025-05-07 14:33:47"
360;"Santa Fe, Rawson, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.30910141521724";"-66.34952545166017";"2025-05-07 14:34:32";"2025-05-07 14:34:32"
361;"Monumento al Bicentenario de la Patria, Autopista de las Serranías Puntanas, El Faro, Terrazas del Portezuelo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.306465281888165";"-66.29701852798463";"2025-05-07 14:35:22";"2025-05-07 14:35:22"
362;"Europa, Municipal, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.30270820585359";"-66.3491714000702";"2025-05-07 15:05:01";"2025-05-07 15:05:01"
363;"Avenida Sarmiento, Bajo Grande, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.30075786987183";"-66.32195234298707";"2025-05-07 15:07:38";"2025-05-07 15:07:38"
364;"Mirador del Portezuelo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.32832305242659";"-66.30770444869997";"2025-05-07 15:10:29";"2025-05-07 15:10:29"
365;"Ruta Provincial 3, Mugica, Serranias Puntanas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.33145154647517";"-66.32155001163484";"2025-05-07 15:13:15";"2025-05-07 15:13:15"
366;"Boulevard del Sol, Solares del Norte, Barrancas Coloradas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.25216922923838";"-66.33348047733308";"2025-05-07 15:15:08";"2025-05-07 15:15:08"
367;"La Alameda, Barrio Estrella del Sur, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.33153222248629";"-66.34803414344789";"2025-05-07 15:17:03";"2025-05-07 15:17:03"
368;"Doctor Bernardo Houssay, Ampare, Portal de las Sierras, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.28593837561649";"-66.29547357559206";"2025-05-07 15:19:40";"2025-05-07 15:19:40"
369;"Escuela Tobar García, 1088, Riobamba, San Cayetano, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5700, Argentina";"-33.2947272448022";"-66.31473720073701";"2025-05-07 15:21:18";"2025-05-07 15:21:18"
370;"Avenida Sarmiento, San Cayetano, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702FJX, Argentina";"-33.29575853365883";"-66.32261753082277";"2025-05-07 15:22:34";"2025-05-07 15:22:34"
371;"Avenida Eva Perón, Pueblo Nuevo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.28969617393818";"-66.3293766975403";"2025-05-07 15:25:45";"2025-05-07 15:25:45"
372;"Martín de Loyola, Nacional, Pueblo Nuevo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.2843598726911";"-66.3303852081299";"2025-05-07 15:27:08";"2025-05-07 15:27:08"
373;"1201, Hipólito Yrigoyen, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702FJX, Argentina";"-33.29550743836434";"-66.33176922798158";"2025-05-07 15:28:40";"2025-05-07 15:28:40"
374;"399, 9 de Julio, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.30555068639841";"-66.32896900177003";"2025-05-07 15:44:48";"2025-05-07 15:44:48"
375;"399, General Paz, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.30628595019521";"-66.3321876525879";"2025-05-07 15:46:26";"2025-05-07 15:46:26"
376;"Paseo del Padre, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.30047540380381";"-66.33529365062715";"2025-05-07 15:48:12";"2025-05-07 15:48:12"
377;"1002, Mitre, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.29934104673039";"-66.34161829948427";"2025-05-07 15:49:26";"2025-05-07 15:49:26"
378;"España, El Brete, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.293005413630404";"-66.35036230087282";"2025-05-07 15:51:02";"2025-05-07 15:51:02"
379;"25 de Mayo, Cuatro Avenidas, La Merced, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.3095721449255";"-66.34482622146608";"2025-05-07 15:52:40";"2025-05-07 15:52:40"
380;"Cuarto Centenario, Jardín del Sur, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.31932240303048";"-66.34175777435304";"2025-05-07 15:56:59";"2025-05-07 15:56:59"
381;"Avenida Maestras Lucio Lucero, Barrio Estrella del Sur, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.32491654147641";"-66.34999752044679";"2025-05-07 15:58:47";"2025-05-07 15:58:47"
382;"1100, Ituzaingó, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702FJX, Argentina";"-33.29661942632459";"-66.33006334304811";"2025-05-07 16:00:14";"2025-05-07 16:00:14"
383;"Pasos de los Libres, Edén, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.2941981440484";"-66.30455017089845";"2025-05-08 14:27:06";"2025-05-08 14:27:06"
384;"702, Avenida Juan Gilberto Funes, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.31050014747825";"-66.33062124252321";"2025-05-08 14:28:42";"2025-05-08 14:28:42"
385;"Avenida Presidente Illia, Municipal, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.29945313800713";"-66.3477122783661";"2025-05-08 14:29:58";"2025-05-08 14:29:58"
386;"Los Colibríes, Alto Verde, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.26842974568231";"-66.30134224891664";"2025-05-08 14:31:46";"2025-05-08 14:31:46"
387;"Ruta Provincial 20, El Chorrillo, Municipio de Juana Koslay, Juan Martín de Pueyrredón, San Luis, Argentina";"-33.303470394269866";"-66.26641988754274";"2025-05-08 14:32:56";"2025-05-08 14:32:56"
388;"Avenida El Cardenal, Borges, Jorge Luis Borges, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.26430322536085";"-66.29970073699953";"2025-05-08 14:35:22";"2025-05-08 14:35:22"
389;"901, Bolívar, Cuatro Avenidas, Antártida Argentina, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.297381667947775";"-66.33756816387178";"2025-05-08 14:36:27";"2025-05-08 14:36:27"
390;"Avenida Eva Perón, Pueblo Nuevo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.289427124544034";"-66.32350802421571";"2025-05-08 14:37:36";"2025-05-08 14:37:36"
391;"Ruta Provincial 3, Mugica, Serranias Puntanas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.33310987168789";"-66.32102966308595";"2025-05-08 14:38:59";"2025-05-08 14:38:59"
392;"Domingo Felix Preti, Mugica, Serranias Puntanas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.332222447527485";"-66.3267481327057";"2025-05-08 14:41:31";"2025-05-08 14:41:31"
393;"400, Avenida Presidente Illia, Cuatro Avenidas, Antártida Argentina, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.30004497756022";"-66.34437561035158";"2025-05-08 14:43:05";"2025-05-08 14:43:05"
394;"800, Rivadavia, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.30142592090053";"-66.33631825447084";"2025-05-08 14:44:24";"2025-05-08 14:44:24"
395;"Don Bosco, Zabala Ortiz, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.28774106278579";"-66.33265972137453";"2025-05-08 14:47:30";"2025-05-08 14:47:30"
396;"Granadero Miguel Domínguez, Felix Bogado, Félix Bogado, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.32254086949673";"-66.3112771511078";"2025-05-08 14:55:32";"2025-05-08 14:55:32"
397;"Esteban Adaro Este, Vidal, Ignacio Vidal, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.2835257658665";"-66.30667448043825";"2025-05-08 15:08:14";"2025-05-08 15:08:14"
398;"Intendente Aguirrez Celi, Rawson, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.3157451936087";"-66.34836673736574";"2025-05-08 15:09:35";"2025-05-08 15:09:35"
399;"Jardín del Sur, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.31574071079803";"-66.33415639400484";"2025-05-08 15:11:17";"2025-05-08 15:11:17"
400;"Hostel Lele, 690, Avenida Sarmiento, Bajo Grande, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.29861917545731";"-66.32228493690492";"2025-05-08 15:12:43";"2025-05-08 15:12:43"
401;"364, Ayacucho, Cuatro Avenidas, La Merced, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.30403978950461";"-66.3281536102295";"2025-05-08 15:14:00";"2025-05-08 15:14:00"
402;"Avenida Lafinur Sur, Serranias Puntanas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.33483091095936";"-66.33484840393068";"2025-05-08 15:16:18";"2025-05-08 15:16:18"
403;"Los Rayitos de Sol, Barrio 400 Sueños, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.340110345320355";"-66.34546995162965";"2025-05-08 15:18:34";"2025-05-08 15:18:34"
404;"Quinto Centenario, Primero de Mayo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.31011460172329";"-66.38064980506898";"2025-05-08 15:22:41";"2025-05-08 15:22:41"
405;"De Los Inmigrantes, ATE, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.292162421395105";"-66.3436406850815";"2025-05-08 15:24:41";"2025-05-08 15:24:41"
406;"Instituto de Matemática Aplicada San Luis (IMASL), 1627, Avenida Italia, Zabala Ortiz, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5700, Argentina";"-33.29089791777054";"-66.34222984313966";"2025-05-08 15:26:22";"2025-05-08 15:26:22"
407;"Monseñor Orzali, Bajo Grande, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.297587920418536";"-66.31744623184206";"2025-05-08 15:29:30";"2025-05-08 15:29:30"
408;"Paso de la Patria, Parque Centenario, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.28095164401034";"-66.31659328937532";"2025-05-08 15:31:01";"2025-05-08 15:31:01"
409;"Jorge Horacio “Cholo” Torres, Progreso y Sueños, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.26583723720467";"-66.3486135005951";"2025-05-08 15:33:59";"2025-05-08 15:33:59"
410;"Gabriela Mistral, AMEP, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.272591951259756";"-66.34184360504152";"2025-05-08 15:36:22";"2025-05-08 15:36:22"
411;"Villa de Praga, Cristo Rey, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.283314995676065";"-66.2980753183365";"2025-05-08 15:38:52";"2025-05-08 15:38:52"
412;"Avenida Fuerte Constitucional, Altos del Sol, Portal de las Rosas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.27382084040104";"-66.30055904388429";"2025-05-08 15:40:44";"2025-05-08 15:40:44"
413;"Alfio Vito Batti, Rawson, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.31640864704621";"-66.34026646614076";"2025-05-08 15:42:51";"2025-05-08 15:42:51"
414;"Solares del Norte, Barrancas Coloradas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.257781131561195";"-66.33154392242433";"2025-05-08 15:45:07";"2025-05-08 15:45:07"
415;"1257, Constitución, Cuatro Avenidas, Antártida Argentina, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.29601859588051";"-66.3455504179001";"2025-05-08 15:50:18";"2025-05-08 15:50:18"
416;"202, Avenida Lafinur, Cuatro Avenidas, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.31095742046586";"-66.3443434238434";"2025-05-08 15:51:50";"2025-05-08 15:51:50"
417;"Granadero Dionisio Gervasio Escudero, Garro, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.318820347406465";"-66.31821870803834";"2025-05-08 15:53:54";"2025-05-08 15:53:54"
418;"Mirador del Portezuelo, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.325956437888074";"-66.30970001220705";"2025-05-08 15:56:26";"2025-05-08 15:56:26"
419;"Kirchner, Néstor Kirchner, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.33041171564516";"-66.31349802017213";"2025-05-08 15:58:26";"2025-05-08 15:58:26"
420;"Avenida Maestras Lucio Lucero, Barrio Estrella del Sur, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.32833649891645";"-66.34985268115999";"2025-05-08 16:03:04";"2025-05-08 16:03:04"
421;"Salvador Segado, El Hornero, Manuel Lescano, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.3141313668706";"-66.31812214851381";"2025-05-08 16:10:09";"2025-05-08 16:10:09"
422;"Provincia de la Pampa, Parque de las Naciones, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina";"-33.28867378182711";"-66.31549358367921";"2025-05-08 16:11:29";"2025-05-08 16:11:29"
423;"Tibiletti, Monseñor Tibiletti, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.29981182912475";"-66.29313468933107";"2025-05-08 16:14:02";"2025-05-08 16:14:02"
424;"Falucho, Hernández, Jardín Aeropuerto, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5702JRP, Argentina";"-33.28733747934129";"-66.3478195667267";"2025-05-08 16:16:00";"2025-05-08 16:16:00"
425;"Belgrano, La Merced, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700, Argentina";"-33.30651908132413";"-66.34869933128358";"2025-05-08 18:38:02";"2025-05-08 18:38:02"
426;"San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, Argentina";"-33.31090362376826";"-66.39503717422487";"2025-05-08 18:39:45";"2025-05-08 18:39:45"
427;"Chacho Peñaloza, Payer, Pedro Payer, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina";"-33.29771346516196";"-66.30497932434083";"2025-05-08 18:41:29";"2025-05-08 18:41:29"
